Region,Year,Month,ACI_Combined_Monthly_Smoothed,ACI_Combined_Monthly_Unsmoothed,CDD_Monthly_Smoothed,CDD_Monthly_Unsmoothed,CDD_Monthly_Unsmoothed_Unstandardized,Rx5Day_Monthly_Smoothed,Rx5Day_Monthly_Unsmoothed,Rx5Day_Monthly_Unsmoothed_Unstandardized,Sea_Level_Monthly_Smoothed,Sea_Level_Monthly_Unsmoothed,Sea_Level_Monthly_Unsmoothed_Unstandardized,T10_Monthly_Smoothed,T10_Monthly_Unsmoothed,T10_Monthly_Unsmoothed_Unstandardized,T90_Monthly_Smoothed,T90_Monthly_Unsmoothed,T90_Monthly_Unsmoothed_Unstandardized,WP90_Monthly_Smoothed,WP90_Monthly_Unsmoothed,WP90_Monthly_Unsmoothed_Unstandardized
CAR,2021.0,5.0,0.49,-0.23,,,,0.04,-0.26,13.69,,,,-0.7,-0.37,8.31,0.75,-1.08,5.4,0.47,-0.43,8.64
CEA,2021.0,5.0,0.66,0.59,-0.75,0.16,17.05,0.25,0.33,52.13,4.11,2.72,7143.77,-0.77,-0.41,7.64,0.69,0.79,14.0,-1.09,-0.86,6.26
CWP,2021.0,5.0,0.25,0.16,0.24,0.51,48.79,0.36,-0.44,22.9,0.66,-0.44,6914.0,-0.42,-1.09,5.73,0.38,-0.04,9.62,-0.53,0.26,11.01
MID,2021.0,5.0,0.04,-0.5,-1.11,-0.67,22.02,0.61,-0.66,45.03,,,,-0.24,0.82,14.67,0.24,0.2,11.45,0.22,-1.02,5.32
NEA,2021.0,5.0,0.72,1.09,0.26,1.06,17.05,-0.1,-0.03,44.17,3.27,4.26,7125.0,-0.71,-1.01,4.49,0.48,0.1,10.71,-0.33,0.14,10.47
NEF,2021.0,5.0,0.41,0.33,0.13,3.41,23.23,0.36,-0.5,34.08,0.45,-1.54,6869.6,-0.59,-0.12,9.34,0.45,0.42,12.72,0.48,0.05,10.17
NPL,2021.0,5.0,-0.11,0.1,0.82,2.85,41.51,-0.04,0.72,31.52,-2.07,-1.83,6820.0,-0.07,1.04,14.96,0.06,-0.62,6.35,0.48,0.53,11.43
NWP,2021.0,5.0,0.64,0.63,0.43,-0.31,22.99,1.6,4.83,50.77,0.2,-0.07,6968.78,-0.68,-0.86,5.75,0.86,-0.54,7.5,0.07,-0.99,6.99
SEA,2021.0,5.0,0.95,0.11,0.27,-1.66,18.91,0.45,-0.89,52.45,4.0,3.03,7202.39,-0.66,0.52,12.41,0.95,0.28,10.7,-0.61,0.43,12.04
SPL,2021.0,5.0,0.79,0.77,-0.71,-0.07,39.69,0.49,1.39,59.12,4.12,4.86,7484.33,-0.18,0.54,12.04,0.63,-0.55,7.57,0.0,-0.47,8.36
SWP,2021.0,5.0,0.6,0.68,0.66,1.24,79.07,-0.11,-0.27,15.67,1.66,2.16,7049.38,-0.66,-0.94,5.59,1.27,0.6,12.76,-0.57,-0.57,7.2
CAN,2021.0,5.0,0.69,0.52,0.92,3.51,29.48,1.02,1.57,38.39,0.27,-1.45,6938.25,-0.7,-0.08,9.6,0.68,-0.32,8.97,0.53,-0.29,9.48
USA,2021.0,5.0,0.91,0.3,-0.03,0.34,40.62,0.74,0.04,40.28,3.04,1.89,7066.73,-0.92,-0.16,9.22,1.44,0.38,10.81,-0.65,-1.03,7.86
USC,2021.0,5.0,0.91,0.15,0.14,0.93,37.86,0.95,0.51,39.78,2.26,0.26,7039.68,-0.91,-0.14,9.38,1.33,0.04,10.05,-0.14,-1.0,8.66
ALA,2021.0,6.0,-0.54,-0.88,-0.7,-1.46,28.79,0.38,-0.01,24.78,-4.49,-5.32,6719.44,-0.87,-1.37,3.35,1.2,0.66,13.38,-0.5,-0.55,7.73
CAR,2021.0,6.0,0.47,0.79,,,,0.02,-0.71,13.25,,,,-0.71,-2.21,1.81,0.75,1.67,19.07,0.47,1.55,14.16
CEA,2021.0,6.0,0.67,1.1,-0.74,0.17,17.06,0.25,-0.25,46.03,4.11,3.66,7194.05,-0.77,-1.16,4.78,0.75,3.47,25.27,-1.11,-1.59,3.11
CWP,2021.0,6.0,0.27,1.07,0.26,0.49,48.67,0.35,-0.97,16.45,0.68,1.57,7008.2,-0.44,-1.48,3.14,0.42,4.01,36.4,-0.51,-0.13,9.35
MID,2021.0,6.0,0.05,0.53,-1.11,-0.75,21.81,0.63,0.93,64.7,,,,-0.24,-0.91,4.84,0.26,2.03,22.0,0.23,0.07,10.3
NEA,2021.0,6.0,0.73,1.28,0.28,0.86,16.72,-0.1,-0.78,35.2,3.29,4.13,7145.0,-0.73,-2.09,2.03,0.51,2.59,22.64,-0.35,-1.19,5.16
NEF,2021.0,6.0,0.43,1.19,0.2,3.15,22.79,0.39,0.8,50.09,0.42,-1.5,6709.6,-0.6,-1.57,3.51,0.5,3.17,25.25,0.46,-0.04,9.9
NPL,2021.0,6.0,-0.09,0.86,0.88,2.88,41.61,-0.03,-0.04,36.69,-2.04,-1.8,6990.0,-0.07,-1.27,3.1,0.1,2.39,27.05,0.47,0.48,11.5
NWP,2021.0,6.0,0.66,1.04,0.44,-0.18,23.29,1.64,1.98,47.19,0.23,0.74,7094.33,-0.69,-1.67,3.61,0.88,2.71,27.0,0.06,-0.68,7.64
SEA,2021.0,6.0,0.94,0.82,0.2,-1.63,18.95,0.48,1.52,85.76,3.99,3.85,7241.92,-0.65,-0.56,6.8,0.93,0.58,12.28,-0.6,0.05,10.27
SPL,2021.0,6.0,0.79,1.11,-0.68,-0.11,39.56,0.49,-0.21,49.71,4.13,4.34,7415.0,-0.17,-0.96,5.42,0.65,2.59,23.36,0.0,-0.93,6.32
SWP,2021.0,6.0,0.61,1.47,0.7,1.19,78.71,-0.1,-0.12,14.24,1.68,2.92,7112.0,-0.65,-1.2,4.12,1.29,4.08,35.18,-0.56,-0.43,7.33
CAN,2021.0,6.0,0.71,1.82,1.01,3.48,29.43,1.05,1.15,43.54,0.27,-0.96,6970.75,-0.71,-2.59,3.2,0.73,4.21,25.51,0.51,0.41,10.84
USA,2021.0,6.0,0.92,1.54,-0.01,0.3,40.52,0.77,0.71,44.77,3.05,3.29,7117.85,-0.91,-1.79,4.78,1.46,3.93,23.56,-0.64,-0.8,7.89
USC,2021.0,6.0,0.93,1.69,0.18,0.89,37.77,0.98,0.98,44.45,2.26,1.53,7086.88,-0.91,-2.35,4.16,1.36,4.8,24.32,-0.14,-0.4,9.36
ALA,2021.0,7.0,-0.56,-0.64,-0.74,-1.35,29.25,0.36,-0.4,29.69,-4.5,-5.46,6668.44,-0.85,-0.71,6.35,1.15,0.74,12.94,-0.47,1.9,15.65
CAR,2021.0,7.0,0.46,0.6,,,,0.0,-1.11,12.81,,,,-0.7,-1.39,5.15,0.75,1.71,18.15,0.48,1.61,14.0
CEA,2021.0,7.0,0.67,1.05,-0.73,0.17,17.08,0.28,1.72,67.96,4.14,6.75,7242.82,-0.74,-0.28,8.85,0.72,-0.47,7.08,-1.11,-2.12,2.97
CWP,2021.0,7.0,0.29,0.91,0.27,0.47,48.55,0.33,-1.03,6.31,0.7,0.87,6964.8,-0.45,-1.8,0.98,0.49,4.52,31.91,-0.52,-1.16,5.81
MID,2021.0,7.0,0.04,-0.31,-1.11,-0.83,21.59,0.62,0.56,59.46,,,,-0.23,-0.36,8.12,0.26,-0.42,6.85,0.2,-1.49,4.16
NEA,2021.0,7.0,0.72,0.55,0.28,0.67,16.4,-0.11,-0.84,39.58,3.3,4.86,7155.0,-0.72,-0.2,9.07,0.51,-0.2,8.91,-0.36,-1.42,4.15
NEF,2021.0,7.0,0.43,0.51,0.27,2.88,22.36,0.41,1.56,53.37,0.42,-0.41,6777.6,-0.58,-0.34,8.64,0.49,-0.46,7.65,0.43,-0.88,7.47
NPL,2021.0,7.0,-0.07,0.78,0.95,2.91,41.71,-0.08,-1.74,21.36,-2.03,-1.87,6950.0,-0.08,-1.53,3.21,0.16,3.51,28.43,0.49,0.37,11.24
NWP,2021.0,7.0,0.65,0.59,0.46,-0.05,23.6,1.61,-1.27,25.9,0.25,0.21,7027.67,-0.69,-2.3,2.55,0.88,2.72,23.1,0.04,-0.37,8.82
SEA,2021.0,7.0,0.93,0.75,0.13,-1.61,19.0,0.5,1.07,77.34,4.01,4.7,7236.85,-0.62,-0.54,7.26,0.89,0.08,9.39,-0.6,-0.28,8.95
SPL,2021.0,7.0,0.79,1.11,-0.66,-0.15,39.42,0.52,1.6,51.25,4.15,4.72,7357.33,-0.17,-0.71,6.64,0.64,0.95,13.9,-0.06,-1.21,5.22
SWP,2021.0,7.0,0.63,1.64,0.74,1.14,78.34,-0.03,2.84,31.04,1.69,2.35,7140.38,-0.65,-1.33,4.24,1.31,3.78,22.75,-0.59,-1.61,3.21
CAN,2021.0,7.0,0.72,0.99,1.1,3.46,29.39,1.01,-1.35,32.59,0.28,-0.28,6952.63,-0.7,-1.74,5.38,0.75,2.18,18.23,0.5,0.18,10.29
USA,2021.0,7.0,0.92,1.41,0.01,0.27,40.42,0.8,2.27,48.2,3.07,4.25,7124.27,-0.9,-1.58,6.14,1.45,1.72,14.81,-0.69,-1.63,6.88
USC,2021.0,7.0,0.93,1.37,0.22,0.86,37.69,0.99,1.54,44.48,2.28,2.44,7088.13,-0.9,-1.95,5.86,1.37,2.43,16.08,-0.18,-1.0,8.57
ALA,2021.0,8.0,-0.57,-0.93,-0.77,-1.24,29.72,0.36,0.25,44.46,-4.5,-4.1,6717.0,-0.83,0.12,10.19,1.12,0.33,11.87,-0.48,-0.72,7.01
CAR,2021.0,8.0,0.45,0.25,,,,-0.02,-0.94,12.38,,,,-0.67,-0.46,7.72,0.73,1.04,15.31,0.49,0.97,12.68
CEA,2021.0,8.0,0.68,1.65,-0.72,0.18,17.09,0.29,1.47,66.85,4.17,5.3,7259.55,-0.73,-1.29,3.43,0.74,3.8,31.98,-1.12,-2.15,1.1
CWP,2021.0,8.0,0.3,0.81,0.28,0.46,48.43,0.35,-0.1,14.46,0.71,1.1,6986.6,-0.45,-0.7,5.65,0.51,1.61,19.54,-0.5,1.06,14.46
MID,2021.0,8.0,0.04,0.48,-1.1,-0.92,21.38,0.59,0.96,62.98,,,,-0.23,-1.54,2.5,0.27,0.8,15.72,0.21,0.48,12.0
NEA,2021.0,8.0,0.73,1.19,0.28,0.48,16.08,-0.13,-0.85,37.47,3.29,2.37,7065.0,-0.73,-1.55,2.37,0.56,3.88,31.22,-0.36,-0.27,8.9
NEF,2021.0,8.0,0.44,1.28,0.34,2.62,21.93,0.35,-0.64,42.88,0.43,-0.63,6707.6,-0.58,-1.52,2.02,0.52,3.41,29.46,0.44,1.38,14.39
NPL,2021.0,8.0,-0.06,0.75,1.01,2.94,41.82,-0.07,0.83,39.31,-2.03,-1.63,7010.0,-0.07,-0.51,6.89,0.18,0.69,15.2,0.5,1.14,14.26
NWP,2021.0,8.0,0.66,1.07,0.48,0.08,23.9,1.63,2.0,52.83,0.26,0.22,7001.0,-0.68,-0.81,5.49,0.87,1.26,17.42,0.06,2.02,17.48
SEA,2021.0,8.0,0.91,1.43,0.06,-1.59,19.04,0.51,1.68,86.28,4.03,5.83,7307.69,-0.62,-0.96,5.26,0.87,1.51,19.19,-0.62,0.19,10.71
SPL,2021.0,8.0,0.8,1.4,-0.64,-0.19,39.29,0.49,0.64,41.96,4.15,5.14,7365.0,-0.19,-1.11,5.5,0.65,0.59,11.91,-0.04,1.08,15.41
SWP,2021.0,8.0,0.64,1.3,0.77,1.1,77.98,-0.01,1.4,29.88,1.69,2.37,7164.13,-0.66,-1.13,4.83,1.34,2.08,17.03,-0.58,-0.29,8.51
CAN,2021.0,8.0,0.74,1.77,1.18,3.43,29.34,1.01,1.47,44.17,0.29,-0.6,6913.88,-0.69,-1.52,4.57,0.78,2.89,21.79,0.51,1.94,13.8
USA,2021.0,8.0,0.93,2.01,0.03,0.23,40.32,0.78,2.51,48.71,3.11,5.03,7158.4,-0.9,-1.8,5.51,1.45,2.26,16.15,-0.68,0.23,10.62
USC,2021.0,8.0,0.94,2.24,0.24,0.82,37.61,0.98,3.0,47.61,2.31,3.42,7106.92,-0.89,-1.9,5.16,1.38,3.11,18.29,-0.16,1.21,12.2
ALA,2021.0,9.0,-0.59,-1.29,-0.81,-1.13,30.19,0.33,-0.93,30.57,-4.48,-2.77,6848.89,-0.8,0.85,15.75,1.11,-0.3,7.75,-0.51,-1.73,5.36
CAR,2021.0,9.0,0.43,-0.03,,,,-0.06,-0.94,11.94,,,,-0.66,-0.71,5.92,0.71,0.05,10.48,0.46,0.0,10.0
CEA,2021.0,9.0,0.69,1.8,-0.7,0.19,17.1,0.34,1.8,79.5,4.18,7.67,7283.32,-0.73,-1.89,1.25,0.72,0.24,11.75,-1.13,-0.96,5.87
CWP,2021.0,9.0,0.31,0.44,0.3,0.44,48.3,0.36,0.36,26.32,0.72,0.71,6989.6,-0.46,-0.89,4.03,0.52,0.29,11.69,-0.49,-0.06,9.76
MID,2021.0,9.0,0.03,0.28,-1.1,-1.0,21.16,0.57,-0.26,49.57,,,,-0.23,-1.56,1.49,0.25,0.55,12.71,0.2,0.81,13.48
NEA,2021.0,9.0,0.75,1.53,0.27,0.29,15.76,-0.05,3.3,85.7,3.29,2.71,7115.0,-0.73,-1.24,3.78,0.58,2.2,22.82,-0.35,-0.55,7.72
NEF,2021.0,9.0,0.45,0.99,0.4,2.36,21.49,0.36,0.59,51.16,0.43,-0.4,6719.6,-0.58,-2.32,1.16,0.5,0.62,13.65,0.43,0.48,11.41
NPL,2021.0,9.0,-0.04,0.51,1.08,2.97,41.92,-0.1,-1.37,17.56,-2.01,-1.44,7070.0,-0.07,-0.97,2.4,0.2,0.86,15.66,0.5,1.05,13.96
NWP,2021.0,9.0,0.68,1.22,0.51,0.21,24.2,1.66,4.6,81.33,0.29,0.93,7028.78,-0.67,-0.39,7.49,0.87,0.16,10.93,0.07,1.06,13.28
SEA,2021.0,9.0,0.89,0.79,-0.03,-1.57,19.09,0.52,0.63,74.05,4.04,5.34,7336.85,-0.61,-1.18,3.61,0.84,0.11,9.74,-0.62,-0.95,4.95
SPL,2021.0,9.0,0.79,0.9,-0.63,-0.24,39.15,0.46,-1.44,28.71,4.13,3.9,7441.67,-0.19,-1.45,2.02,0.66,2.2,17.81,-0.06,-0.48,7.93
SWP,2021.0,9.0,0.65,0.58,0.79,1.05,77.61,-0.03,-0.77,16.02,1.68,0.77,7142.38,-0.67,-1.18,3.1,1.37,2.58,22.51,-0.6,-1.3,4.11
CAN,2021.0,9.0,0.76,1.44,1.27,3.4,29.3,1.03,2.16,49.97,0.31,0.04,6940.13,-0.69,-1.44,3.69,0.78,1.01,13.88,0.5,0.59,11.37
USA,2021.0,9.0,0.93,1.23,0.04,0.2,40.22,0.76,-0.73,38.71,3.12,5.54,7194.4,-0.89,-1.55,4.49,1.44,1.98,14.69,-0.7,-1.18,6.97
USC,2021.0,9.0,0.94,1.32,0.27,0.78,37.52,0.96,0.02,41.64,2.33,3.87,7140.87,-0.89,-1.64,4.16,1.38,2.08,14.35,-0.18,-0.45,9.16
ALA,2021.0,10.0,-0.6,-0.58,-0.84,-1.02,30.65,0.37,0.52,38.63,-4.47,-2.86,6928.67,-0.8,-0.79,2.98,1.07,0.17,11.0,-0.54,-1.1,6.65
CAR,2021.0,10.0,0.45,0.73,,,,-0.07,-0.63,11.5,,,,-0.68,-1.02,4.12,0.78,3.21,25.53,0.5,0.75,12.36
CEA,2021.0,10.0,0.7,1.75,-0.69,0.2,17.12,0.33,1.25,63.92,4.22,6.16,7360.59,-0.74,-1.55,0.25,0.74,2.25,24.75,-1.13,-0.9,6.2
CWP,2021.0,10.0,0.3,0.92,0.31,0.42,48.18,0.33,2.14,60.9,0.69,1.95,7093.2,-0.45,-0.22,8.25,0.5,0.07,10.18,-0.51,0.7,13.67
MID,2021.0,10.0,0.03,0.26,-1.1,-1.08,20.95,0.58,0.69,51.69,,,,-0.23,-1.44,0.78,0.26,1.37,20.89,0.19,-0.84,5.71
NEA,2021.0,10.0,0.74,1.11,0.26,0.1,15.44,-0.07,0.21,48.74,3.29,4.2,7165.0,-0.74,-1.51,0.83,0.59,1.99,20.76,-0.37,-1.35,5.16
NEF,2021.0,10.0,0.46,0.9,0.45,2.1,21.06,0.34,0.43,40.52,0.45,0.54,6917.6,-0.58,-1.6,0.33,0.54,2.64,27.64,0.38,-1.92,5.22
NPL,2021.0,10.0,-0.03,0.6,1.15,2.99,42.02,-0.14,0.97,22.93,-2.01,-2.44,6960.0,-0.08,-0.8,5.02,0.22,0.64,13.82,0.52,0.63,12.48
NWP,2021.0,10.0,0.69,1.01,0.54,0.34,24.51,1.72,4.35,82.1,0.27,1.84,7126.56,-0.66,-0.29,8.09,0.86,-0.57,7.0,0.1,-0.18,9.35
SEA,2021.0,10.0,0.87,0.81,-0.12,-1.54,19.14,0.53,0.33,62.1,4.04,4.35,7384.39,-0.61,-1.42,1.75,0.84,1.26,18.16,-0.64,-0.99,6.75
SPL,2021.0,10.0,0.8,1.36,-0.61,-0.28,39.02,0.49,1.0,48.84,4.13,4.47,7515.67,-0.19,-1.24,3.34,0.65,1.0,14.84,-0.05,0.75,12.63
SWP,2021.0,10.0,0.65,0.8,0.81,1.01,77.25,0.01,2.63,47.16,1.68,1.36,7131.75,-0.66,-0.04,9.57,1.32,-0.45,7.86,-0.6,0.24,11.31
CAN,2021.0,10.0,0.79,1.94,1.36,3.37,29.26,1.02,3.33,47.19,0.32,1.35,7053.25,-0.7,-1.45,3.63,0.82,2.36,19.67,0.51,-0.19,9.62
USA,2021.0,10.0,0.93,1.7,0.04,0.16,40.13,0.79,1.82,51.51,3.15,5.64,7255.92,-0.89,-1.53,4.12,1.42,1.33,14.42,-0.71,-0.29,9.31
USC,2021.0,10.0,0.95,1.99,0.29,0.74,37.44,0.99,2.35,50.25,2.36,5.63,7213.25,-0.89,-1.59,3.9,1.38,1.91,16.78,-0.18,-0.32,9.46
ALA,2021.0,11.0,-0.61,-1.04,-0.88,-0.91,31.12,0.38,-0.1,26.13,-4.49,-2.66,6897.78,-0.76,1.27,22.38,1.06,-0.25,7.99,-0.51,-1.05,6.83
CAR,2021.0,11.0,0.43,0.35,,,,-0.1,-0.55,11.06,,,,-0.68,-0.95,3.5,0.74,1.3,19.11,0.52,0.39,11.32
CEA,2021.0,11.0,0.71,0.37,-0.67,0.2,17.13,0.35,-0.22,45.04,4.24,3.07,7211.55,-0.73,-1.01,4.08,0.73,-0.56,6.58,-1.14,-1.31,3.62
CWP,2021.0,11.0,0.29,0.68,0.32,0.41,48.06,0.34,0.58,53.78,0.65,0.65,7139.2,-0.45,-0.81,1.89,0.49,2.41,20.7,-0.53,-0.8,6.19
MID,2021.0,11.0,0.02,-0.13,-1.09,-1.16,20.73,0.59,-0.61,29.49,,,,-0.22,-0.96,4.05,0.22,-0.47,7.36,0.17,0.54,12.32
NEA,2021.0,11.0,0.75,0.63,0.24,-0.09,15.12,-0.03,0.73,54.96,3.29,1.96,7175.0,-0.74,-1.18,1.38,0.6,1.0,17.48,-0.36,-1.0,5.49
NEF,2021.0,11.0,0.46,0.44,0.5,1.83,20.62,0.35,-0.15,33.29,0.46,-0.37,6863.6,-0.58,-1.24,2.5,0.49,-0.04,10.11,0.36,0.14,10.38
NPL,2021.0,11.0,-0.02,0.99,1.21,3.02,42.13,-0.11,1.65,18.68,-2.0,-1.49,7050.0,-0.08,-0.84,1.55,0.14,0.99,15.93,0.53,0.92,13.43
NWP,2021.0,11.0,0.7,1.31,0.58,0.47,24.81,1.74,4.32,94.13,0.25,0.9,7171.0,-0.66,-0.49,5.36,0.82,0.56,13.73,0.13,1.08,13.45
SEA,2021.0,11.0,0.85,-0.1,-0.22,-1.52,19.18,0.53,-1.32,35.7,4.05,4.07,7315.62,-0.6,-0.58,6.38,0.81,-1.05,3.44,-0.64,-1.35,5.63
SPL,2021.0,11.0,0.79,0.73,-0.6,-0.32,38.88,0.46,-1.41,16.48,4.11,3.62,7434.67,-0.19,-1.23,3.05,0.61,1.3,14.9,-0.06,-0.06,9.82
SWP,2021.0,11.0,0.64,0.31,0.83,0.96,76.88,-0.02,-1.96,7.56,1.66,0.25,7080.38,-0.66,-1.63,1.5,1.32,2.31,20.32,-0.62,-1.31,2.54
CAN,2021.0,11.0,0.8,1.64,1.45,3.34,29.21,1.06,3.45,45.63,0.31,0.2,7067.63,-0.69,-1.06,2.98,0.75,1.05,14.34,0.53,0.77,11.47
USA,2021.0,11.0,0.91,0.29,0.04,0.12,40.03,0.78,-1.74,24.74,3.14,2.85,7174.67,-0.87,-0.93,6.15,1.38,0.88,12.31,-0.72,-1.29,6.9
USC,2021.0,11.0,0.94,0.61,0.3,0.71,37.36,0.98,-0.94,30.7,2.35,2.17,7152.13,-0.88,-1.09,4.74,1.31,1.19,13.21,-0.18,-0.53,9.17
ALA,2021.0,12.0,-0.6,0.13,-0.92,-0.81,31.59,0.43,3.65,49.1,-4.5,-3.9,6752.44,-0.76,-0.54,4.79,1.07,0.09,11.14,-0.48,1.19,13.44
CAR,2021.0,12.0,0.41,0.17,,,,-0.16,-0.06,10.62,,,,-0.67,-0.25,8.82,0.75,-0.02,10.54,0.5,0.82,12.98
CEA,2021.0,12.0,0.71,0.34,-0.66,0.21,17.14,0.33,-1.38,25.61,4.26,2.86,7138.14,-0.74,-1.04,0.33,0.76,1.67,22.35,-1.14,-2.37,1.58
CWP,2021.0,12.0,0.3,0.47,0.33,0.39,47.94,0.35,0.69,63.66,0.68,1.28,7238.0,-0.47,-0.47,5.94,0.51,0.07,10.53,-0.52,-0.1,9.5
MID,2021.0,12.0,0.02,0.35,-1.09,-1.25,20.52,0.59,-0.26,26.75,,,,-0.24,-0.97,0.99,0.26,2.23,24.95,0.14,0.38,11.58
NEA,2021.0,12.0,0.74,0.43,0.21,-0.29,14.8,-0.04,-0.84,36.69,3.28,1.66,7155.0,-0.75,-1.13,0.63,0.62,0.76,14.83,-0.34,0.14,10.51
NEF,2021.0,12.0,0.47,0.84,0.55,1.57,20.19,0.35,-0.39,27.95,0.47,-0.16,6865.6,-0.59,-1.09,1.25,0.52,1.36,17.8,0.38,1.57,14.74
NPL,2021.0,12.0,-0.01,0.47,1.27,3.05,42.23,-0.09,1.36,16.87,-1.99,-1.28,7040.0,-0.09,-0.1,9.79,0.15,-0.15,9.47,0.5,-0.25,8.91
NWP,2021.0,12.0,0.71,0.18,0.62,0.6,25.11,1.75,1.15,60.71,0.27,0.81,7176.56,-0.67,0.02,10.75,0.83,-0.65,6.37,0.12,-0.82,7.27
SEA,2021.0,12.0,0.84,0.77,-0.33,-1.5,19.23,0.5,-1.13,39.73,4.06,4.44,7224.77,-0.61,-1.28,0.31,0.86,2.9,33.41,-0.64,-1.35,4.76
SPL,2021.0,12.0,0.79,1.42,-0.59,-0.36,38.75,0.42,-0.72,15.7,4.11,3.96,7358.0,-0.21,-1.02,1.85,0.69,4.36,30.22,-0.09,0.27,10.82
SWP,2021.0,12.0,0.65,1.11,0.83,0.91,76.52,-0.01,1.48,46.34,1.67,1.47,7130.63,-0.68,-1.1,2.92,1.34,1.43,18.83,-0.61,0.27,11.66
CAN,2021.0,12.0,0.82,1.05,1.53,3.31,29.17,1.06,0.85,33.21,0.32,0.35,7069.5,-0.7,-0.67,6.28,0.77,0.49,12.28,0.52,0.63,11.54
USA,2021.0,12.0,0.93,1.33,0.04,0.09,39.93,0.77,0.34,34.87,3.16,2.27,7117.37,-0.89,-1.45,2.37,1.45,3.91,23.06,-0.73,-0.1,9.74
USC,2021.0,12.0,0.96,1.21,0.31,0.67,37.28,0.97,0.59,34.36,2.37,1.81,7107.29,-0.89,-1.11,4.14,1.37,2.71,18.2,-0.19,0.38,10.63
ALA,2022.0,1.0,-0.61,-0.15,-0.95,-0.6,32.47,0.44,2.26,32.53,-4.49,-3.68,6817.44,-0.76,-0.62,3.81,1.07,-0.22,7.73,-0.46,0.71,12.5
CAR,2022.0,1.0,0.41,0.21,,,,-0.18,-0.29,9.3,,,,-0.67,-0.73,4.78,0.74,0.19,12.12,0.51,0.67,12.69
CEA,2022.0,1.0,0.7,0.34,-0.64,0.02,16.8,0.32,-0.42,30.72,4.27,4.24,7146.41,-0.72,-0.16,9.0,0.71,-0.46,7.03,-1.15,-1.53,3.45
CWP,2022.0,1.0,0.31,0.37,0.34,0.41,48.1,0.35,1.53,73.79,0.67,0.41,7148.2,-0.5,-0.72,3.96,0.53,-0.58,6.72,-0.52,-0.28,8.36
MID,2022.0,1.0,0.01,-0.28,-1.09,-1.22,20.6,0.57,-0.11,21.09,,,,-0.23,-0.4,7.08,0.21,-0.7,5.44,0.13,-0.08,9.6
NEA,2022.0,1.0,0.73,0.11,0.18,-0.47,14.49,-0.07,-1.31,27.11,3.31,3.74,7255.0,-0.72,0.1,10.76,0.6,-0.58,6.54,-0.35,-0.6,7.27
NEF,2022.0,1.0,0.47,0.25,0.59,1.44,19.96,0.32,-1.32,18.37,0.49,1.44,6973.6,-0.56,0.0,10.21,0.45,-1.29,4.18,0.38,1.22,14.09
NPL,2022.0,1.0,0.0,0.36,1.33,2.75,41.14,-0.07,0.14,12.72,-1.99,-1.87,6910.0,-0.1,-0.32,7.56,0.14,0.07,10.92,0.51,0.77,13.14
NWP,2022.0,1.0,0.72,1.08,0.66,0.57,25.06,1.79,3.55,85.47,0.28,1.29,7195.44,-0.68,-0.56,4.96,0.83,0.04,10.53,0.11,0.47,11.65
SEA,2022.0,1.0,0.82,0.62,-0.43,-1.35,19.53,0.5,0.59,62.37,4.08,4.3,7208.77,-0.6,-0.63,5.48,0.81,-0.3,7.52,-0.64,-0.17,9.47
SPL,2022.0,1.0,0.78,0.49,-0.57,-0.2,39.28,0.37,-0.61,14.59,4.1,3.39,7247.33,-0.21,-0.58,6.14,0.67,-0.01,9.94,-0.09,-0.23,9.21
SWP,2022.0,1.0,0.64,0.16,0.84,0.88,76.23,-0.07,-0.64,21.23,1.65,0.7,7092.5,-0.69,-1.16,3.07,1.33,-0.12,9.22,-0.63,-1.03,5.22
CAN,2022.0,1.0,0.83,1.3,1.61,2.98,28.67,1.09,2.27,35.65,0.35,1.62,7112.0,-0.7,-0.45,7.71,0.74,-0.46,8.32,0.53,0.95,12.51
USA,2022.0,1.0,0.91,0.51,0.03,0.16,40.14,0.72,0.23,30.98,3.17,2.82,7108.58,-0.89,-1.01,5.25,1.41,-0.55,8.15,-0.74,-0.61,8.63
USC,2022.0,1.0,0.95,0.81,0.33,0.69,37.31,0.94,0.91,32.5,2.39,2.71,7109.3,-0.89,-0.8,6.33,1.33,-0.57,8.22,-0.2,0.32,10.56
ALA,2022.0,2.0,-0.61,0.26,-0.98,-0.39,33.36,0.46,3.88,34.04,-4.5,-3.45,6702.67,-0.76,-0.99,1.19,1.08,0.5,14.51,-0.45,0.02,10.1
CAR,2022.0,2.0,0.39,0.12,,,,-0.21,-0.06,8.54,,,,-0.66,-0.39,7.42,0.72,-0.17,9.54,0.51,0.54,13.0
CEA,2022.0,2.0,0.7,0.33,-0.64,-0.16,16.46,0.33,0.67,43.54,4.25,1.3,7025.73,-0.71,-0.82,4.17,0.69,0.83,16.94,-1.16,-1.47,4.07
CWP,2022.0,2.0,0.29,-0.79,0.35,0.43,48.25,0.31,-0.77,28.53,0.62,-1.69,6918.4,-0.49,0.8,16.74,0.52,-0.08,9.28,-0.57,-1.86,2.59
MID,2022.0,2.0,0.0,-0.04,-1.09,-1.19,20.68,0.58,0.18,24.45,,,,-0.2,0.19,11.43,0.16,-0.36,7.33,0.14,1.3,16.28
NEA,2022.0,2.0,0.72,0.59,0.14,-0.65,14.18,-0.06,-0.29,36.53,3.32,4.49,7215.0,-0.71,-0.56,6.66,0.6,0.69,16.12,-0.36,-1.25,3.8
